verb;tense;person;conjugation
[aufstehen];futur_2_konjunktiv_2;3;"[würde aufgestanden sein;würde aufgestanden haben]"
[aufstehen];futur_2_indikativ;4;"[werden aufgestanden sein;werden aufgestanden haben]"
[aufstehen];futur_2_konjunktiv_1;4;"[werden aufgestanden sein;werden aufgestanden haben]"
[aufstehen];futur_2_konjunktiv_2;4;"[würden aufgestanden sein;würden aufgestanden haben]"
[aufstehen];futur_2_indikativ;5;"[werdet aufgestanden sein;werdet aufgestanden haben]"
[aufstehen];futur_2_konjunktiv_1;5;"[werdet aufgestanden sein;werdet aufgestanden haben]"
[aufstehen];futur_2_konjunktiv_2;5;"[würdet aufgestanden sein;würdet aufgestanden haben]"
[aufstehen];futur_2_indikativ;6;"[werden aufgestanden sein;werden aufgestanden haben]"
[aufstehen];futur_2_konjunktiv_1;6;"[werden aufgestanden sein;werden aufgestanden haben]"
[aufstehen];futur_2_konjunktiv_2;6;"[würden aufgestanden sein;würden aufgestanden haben]"
[vergessen];praesens_indikativ;1;[vergesse]
[vergessen];praesens_konjunktiv_1;1;[vergesse]
[vergessen];praesens_indikativ;2;[vergisst]
[vergessen];praesens_konjunktiv_1;2;[vergessest]
[vergessen];praesens_indikativ;3;[vergisst]
[vergessen];praesens_konjunktiv_1;3;[vergesse]
[vergessen];praesens_indikativ;4;[vergessen]
[vergessen];praesens_konjunktiv_1;4;[vergessen]
[vergessen];praesens_indikativ;5;[vergesst]
[vergessen];praesens_konjunktiv_1;5;[vergesset]
[vergessen];praesens_indikativ;6;[vergessen]
[vergessen];praesens_konjunktiv_1;6;[vergessen]
[vergessen];praeteritum_indikativ;1;[vergaß]
[vergessen];praeteritum_konjunktiv_2;1;[vergäße]
[vergessen];praeteritum_indikativ;2;"[vergaßest;vergaßt]"
[vergessen];praeteritum_konjunktiv_2;2;[vergäßest]
[vergessen];praeteritum_indikativ;3;[vergaß]
[vergessen];praeteritum_konjunktiv_2;3;[vergäße]
[vergessen];praeteritum_indikativ;4;[vergaßen]
[vergessen];praeteritum_konjunktiv_2;4;[vergäßen]
[vergessen];praeteritum_indikativ;5;[vergaßt]
[vergessen];praeteritum_konjunktiv_2;5;[vergäßet]
[vergessen];praeteritum_indikativ;6;[vergaßen]
[vergessen];praeteritum_konjunktiv_2;6;[vergäßen]
[vergessen];perfekt_indikativ;1;[habe vergessen]
[vergessen];perfekt_konjunktiv_1;1;[habe vergessen]
[vergessen];perfekt_indikativ;2;[hast vergessen]
[vergessen];perfekt_konjunktiv_1;2;[habest vergessen]
[vergessen];perfekt_indikativ;3;[hat vergessen]
[vergessen];perfekt_konjunktiv_1;3;[habe vergessen]
[vergessen];perfekt_indikativ;4;[haben vergessen]
[vergessen];perfekt_konjunktiv_1;4;[haben vergessen]
[vergessen];perfekt_indikativ;5;[habt vergessen]
[vergessen];perfekt_konjunktiv_1;5;[habet vergessen]
[vergessen];perfekt_indikativ;6;[haben vergessen]
[vergessen];perfekt_konjunktiv_1;6;[haben vergessen]
[vergessen];plusquamperfekt_indikativ;1;[hatte vergessen]
[vergessen];plusquamperfekt_konjunktiv_2;1;[hätte vergessen]
[vergessen];plusquamperfekt_indikativ;2;[hattest vergessen]
[vergessen];plusquamperfekt_konjunktiv_2;2;[hättest vergessen]
[vergessen];plusquamperfekt_indikativ;3;[hatte vergessen]
[vergessen];plusquamperfekt_konjunktiv_2;3;[hätte vergessen]
[vergessen];plusquamperfekt_indikativ;4;[hatten vergessen]
[vergessen];plusquamperfekt_konjunktiv_2;4;[hätten vergessen]
[vergessen];plusquamperfekt_indikativ;5;[hattet vergessen]
[vergessen];plusquamperfekt_konjunktiv_2;5;[hättet vergessen]
[vergessen];plusquamperfekt_indikativ;6;[hatten vergessen]
[vergessen];plusquamperfekt_konjunktiv_2;6;[hätten vergessen]
[vergessen];futur_1_indikativ;1;[werde vergessen]
[vergessen];futur_1_konjunktiv_1;1;[werde vergessen]
[vergessen];futur_1_konjunktiv_2;1;[würde vergessen]
[vergessen];futur_1_indikativ;2;[wirst vergessen]
[vergessen];futur_1_konjunktiv_1;2;[werdest vergessen]
[vergessen];futur_1_konjunktiv_2;2;[würdest vergessen]
[vergessen];futur_1_indikativ;3;[wird vergessen]
[vergessen];futur_1_konjunktiv_1;3;[werde vergessen]
[vergessen];futur_1_konjunktiv_2;3;[würde vergessen]
[vergessen];futur_1_indikativ;4;[werden vergessen]
[vergessen];futur_1_konjunktiv_1;4;[werden vergessen]
[vergessen];futur_1_konjunktiv_2;4;[würden vergessen]
[vergessen];futur_1_indikativ;5;[werdet vergessen]
[vergessen];futur_1_konjunktiv_1;5;[werdet vergessen]
[vergessen];futur_1_konjunktiv_2;5;[würdet vergessen]
[vergessen];futur_1_indikativ;6;[werden vergessen]
[vergessen];futur_1_konjunktiv_1;6;[werden vergessen]
[vergessen];futur_1_konjunktiv_2;6;[würden vergessen]
[vergessen];futur_2_indikativ;1;[werde vergessen haben]
[vergessen];futur_2_konjunktiv_1;1;[werde vergessen haben]
[vergessen];futur_2_konjunktiv_2;1;[würde vergessen haben]
[vergessen];futur_2_indikativ;2;[wirst vergessen haben]
[vergessen];futur_2_konjunktiv_1;2;[werdest vergessen haben]
[vergessen];futur_2_konjunktiv_2;2;[würdest vergessen haben]
[vergessen];futur_2_indikativ;3;[wird vergessen haben]
[vergessen];futur_2_konjunktiv_1;3;[werde vergessen haben]
[vergessen];futur_2_konjunktiv_2;3;[würde vergessen haben]
[vergessen];futur_2_indikativ;4;[werden vergessen haben]
[vergessen];futur_2_konjunktiv_1;4;[werden vergessen haben]
[vergessen];futur_2_konjunktiv_2;4;[würden vergessen haben]
[vergessen];futur_2_indikativ;5;[werdet vergessen haben]
[vergessen];futur_2_konjunktiv_1;5;[werdet vergessen haben]
[vergessen];futur_2_konjunktiv_2;5;[würdet vergessen haben]
[vergessen];futur_2_indikativ;6;[werden vergessen haben]
[vergessen];futur_2_konjunktiv_1;6;[werden vergessen haben]
[vergessen];futur_2_konjunktiv_2;6;[würden vergessen haben]
[sehen];imperativ;2;"[sieh;siehe]"
[sehen];imperativ;5;[seht]
[sehen];imperativ;6;[sehen Sie]
[sehen];praesens_indikativ;1;[sehe]
[sehen];praesens_konjunktiv_1;1;[sehe]
[sehen];praesens_indikativ;2;[siehst]
[sehen];praesens_konjunktiv_1;2;[sehest]
[sehen];praesens_indikativ;3;[sieht]
[sehen];praesens_konjunktiv_1;3;[sehe]
[sehen];praesens_indikativ;4;[sehen]
[sehen];praesens_konjunktiv_1;4;[sehen]
[sehen];praesens_indikativ;5;[seht]
[sehen];praesens_konjunktiv_1;5;[sehet]
[sehen];praesens_indikativ;6;[sehen]
[sehen];praesens_konjunktiv_1;6;[sehen]
[sehen];praeteritum_indikativ;1;[sah]
[sehen];praeteritum_konjunktiv_2;1;[sähe]
[sehen];praeteritum_indikativ;2;[sahst]
[sehen];praeteritum_konjunktiv_2;2;"[sähest;sähst]"
[sehen];praeteritum_indikativ;3;[sah]
[sehen];praeteritum_konjunktiv_2;3;[sähe]
[sehen];praeteritum_indikativ;4;[sahen]
[sehen];praeteritum_konjunktiv_2;4;[sähen]
[sehen];praeteritum_indikativ;5;[saht]
[sehen];praeteritum_konjunktiv_2;5;"[sähet;säht]"
[sehen];praeteritum_indikativ;6;[sahen]
[sehen];praeteritum_konjunktiv_2;6;[sähen]
[sehen];perfekt_indikativ;1;[habe gesehen]
[sehen];perfekt_konjunktiv_1;1;[habe gesehen]
[sehen];perfekt_indikativ;2;[hast gesehen]
[sehen];perfekt_konjunktiv_1;2;[habest gesehen]
[sehen];perfekt_indikativ;3;[hat gesehen]
[sehen];perfekt_konjunktiv_1;3;[habe gesehen]
[sehen];perfekt_indikativ;4;[haben gesehen]
[sehen];perfekt_konjunktiv_1;4;[haben gesehen]
[sehen];perfekt_indikativ;5;[habt gesehen]
[sehen];perfekt_konjunktiv_1;5;[habet gesehen]
[sehen];perfekt_indikativ;6;[haben gesehen]
[sehen];perfekt_konjunktiv_1;6;[haben gesehen]
[sehen];plusquamperfekt_indikativ;1;[hatte gesehen]
[sehen];plusquamperfekt_konjunktiv_2;1;[hätte gesehen]
[sehen];plusquamperfekt_indikativ;2;[hattest gesehen]
[sehen];plusquamperfekt_konjunktiv_2;2;[hättest gesehen]
[sehen];plusquamperfekt_indikativ;3;[hatte gesehen]
[sehen];plusquamperfekt_konjunktiv_2;3;[hätte gesehen]
[sehen];plusquamperfekt_indikativ;4;[hatten gesehen]
[sehen];plusquamperfekt_konjunktiv_2;4;[hätten gesehen]
[sehen];plusquamperfekt_indikativ;5;[hattet gesehen]
[sehen];plusquamperfekt_konjunktiv_2;5;[hättet gesehen]
[sehen];plusquamperfekt_indikativ;6;[hatten gesehen]
[sehen];plusquamperfekt_konjunktiv_2;6;[hätten gesehen]
[sehen];futur_1_indikativ;1;[werde sehen]
[sehen];futur_1_konjunktiv_1;1;[werde sehen]
[sehen];futur_1_konjunktiv_2;1;[würde sehen]
[sehen];futur_1_indikativ;2;[wirst sehen]
[sehen];futur_1_konjunktiv_1;2;[werdest sehen]
[sehen];futur_1_konjunktiv_2;2;[würdest sehen]
[sehen];futur_1_indikativ;3;[wird sehen]
[sehen];futur_1_konjunktiv_1;3;[werde sehen]
[sehen];futur_1_konjunktiv_2;3;[würde sehen]
[sehen];futur_1_indikativ;4;[werden sehen]
[sehen];futur_1_konjunktiv_1;4;[werden sehen]
[sehen];futur_1_konjunktiv_2;4;[würden sehen]
[sehen];futur_1_indikativ;5;[werdet sehen]
[sehen];futur_1_konjunktiv_1;5;[werdet sehen]
[sehen];futur_1_konjunktiv_2;5;[würdet sehen]
[sehen];futur_1_indikativ;6;[werden sehen]
[sehen];futur_1_konjunktiv_1;6;[werden sehen]
[sehen];futur_1_konjunktiv_2;6;[würden sehen]
[sehen];futur_2_indikativ;1;[werde gesehen haben]
[sehen];futur_2_konjunktiv_1;1;[werde gesehen haben]
[sehen];futur_2_konjunktiv_2;1;[würde gesehen haben]
[sehen];futur_2_indikativ;2;[wirst gesehen haben]
[sehen];futur_2_konjunktiv_1;2;[werdest gesehen haben]
[sehen];futur_2_konjunktiv_2;2;[würdest gesehen haben]
[sehen];futur_2_indikativ;3;[wird gesehen haben]
[sehen];futur_2_konjunktiv_1;3;[werde gesehen haben]
[sehen];futur_2_konjunktiv_2;3;[würde gesehen haben]
[sehen];futur_2_indikativ;4;[werden gesehen haben]
[sehen];futur_2_konjunktiv_1;4;[werden gesehen haben]
[sehen];futur_2_konjunktiv_2;4;[würden gesehen haben]
[sehen];futur_2_indikativ;5;[werdet gesehen haben]
[sehen];futur_2_konjunktiv_1;5;[werdet gesehen haben]
[sehen];futur_2_konjunktiv_2;5;[würdet gesehen haben]
[sehen];futur_2_indikativ;6;[werden gesehen haben]
[sehen];futur_2_konjunktiv_1;6;[werden gesehen haben]
[sehen];futur_2_konjunktiv_2;6;[würden gesehen haben]
[bringen];imperativ;2;"[bring;bringe]"
[bringen];imperativ;5;[bringt]
[bringen];imperativ;6;[bringen Sie]
[bringen];praesens_indikativ;1;[bringe]
[bringen];praesens_konjunktiv_1;1;[bringe]
[bringen];praesens_indikativ;2;[bringst]
[bringen];praesens_konjunktiv_1;2;[bringest]
[bringen];praesens_indikativ;3;[bringt]
[bringen];praesens_konjunktiv_1;3;[bringe]
[bringen];praesens_indikativ;4;[bringen]
[bringen];praesens_konjunktiv_1;4;[bringen]
[bringen];praesens_indikativ;5;[bringt]
[bringen];praesens_konjunktiv_1;5;[bringet]
[bringen];praesens_indikativ;6;[bringen]
[bringen];praesens_konjunktiv_1;6;[bringen]
[bringen];praeteritum_indikativ;1;[brachte]
[bringen];praeteritum_konjunktiv_2;1;[brächte]
[bringen];praeteritum_indikativ;2;[brachtest]
[bringen];praeteritum_konjunktiv_2;2;[brächtest]
[bringen];praeteritum_indikativ;3;[brachte]
[bringen];praeteritum_konjunktiv_2;3;[brächte]
[bringen];praeteritum_indikativ;4;[brachten]
[bringen];praeteritum_konjunktiv_2;4;[brächten]
[bringen];praeteritum_indikativ;5;[brachtet]
[bringen];praeteritum_konjunktiv_2;5;[brächtet]
[bringen];praeteritum_indikativ;6;[brachten]
[bringen];praeteritum_konjunktiv_2;6;[brächten]
[bringen];perfekt_indikativ;1;[habe gebracht]
[bringen];perfekt_konjunktiv_1;1;[habe gebracht]
[bringen];perfekt_indikativ;2;[hast gebracht]
[bringen];perfekt_konjunktiv_1;2;[habest gebracht]
[bringen];perfekt_indikativ;3;[hat gebracht]
[bringen];perfekt_konjunktiv_1;3;[habe gebracht]
[bringen];perfekt_indikativ;4;[haben gebracht]
[bringen];perfekt_konjunktiv_1;4;[haben gebracht]
[bringen];perfekt_indikativ;5;[habt gebracht]
[bringen];perfekt_konjunktiv_1;5;[habet gebracht]
[bringen];perfekt_indikativ;6;[haben gebracht]
[bringen];perfekt_konjunktiv_1;6;[haben gebracht]
[bringen];plusquamperfekt_indikativ;1;[hatte gebracht]
[bringen];plusquamperfekt_konjunktiv_2;1;[hätte gebracht]
[bringen];plusquamperfekt_indikativ;2;[hattest gebracht]
[bringen];plusquamperfekt_konjunktiv_2;2;[hättest gebracht]
[bringen];plusquamperfekt_indikativ;3;[hatte gebracht]
[bringen];plusquamperfekt_konjunktiv_2;3;[hätte gebracht]
[bringen];plusquamperfekt_indikativ;4;[hatten gebracht]
[bringen];plusquamperfekt_konjunktiv_2;4;[hätten gebracht]
[bringen];plusquamperfekt_indikativ;5;[hattet gebracht]
[bringen];plusquamperfekt_konjunktiv_2;5;[hättet gebracht]
[bringen];plusquamperfekt_indikativ;6;[hatten gebracht]
[bringen];plusquamperfekt_konjunktiv_2;6;[hätten gebracht]
[bringen];futur_1_indikativ;1;[werde bringen]
[bringen];futur_1_konjunktiv_1;1;[werde bringen]
[bringen];futur_1_konjunktiv_2;1;[würde bringen]
[bringen];futur_1_indikativ;2;[wirst bringen]
[bringen];futur_1_konjunktiv_1;2;[werdest bringen]
[bringen];futur_1_konjunktiv_2;2;[würdest bringen]
[bringen];futur_1_indikativ;3;[wird bringen]
[bringen];futur_1_konjunktiv_1;3;[werde bringen]
[bringen];futur_1_konjunktiv_2;3;[würde bringen]
[bringen];futur_1_indikativ;4;[werden bringen]
[bringen];futur_1_konjunktiv_1;4;[werden bringen]
[bringen];futur_1_konjunktiv_2;4;[würden bringen]
[bringen];futur_1_indikativ;5;[werdet bringen]
[bringen];futur_1_konjunktiv_1;5;[werdet bringen]
[bringen];futur_1_konjunktiv_2;5;[würdet bringen]
[bringen];futur_1_indikativ;6;[werden bringen]
[bringen];futur_1_konjunktiv_1;6;[werden bringen]
[bringen];futur_1_konjunktiv_2;6;[würden bringen]
[bringen];futur_2_indikativ;1;[werde gebracht haben]
[bringen];futur_2_konjunktiv_1;1;[werde gebracht haben]
[bringen];futur_2_konjunktiv_2;1;[würde gebracht haben]
[bringen];futur_2_indikativ;2;[wirst gebracht haben]
[bringen];futur_2_konjunktiv_1;2;[werdest gebracht haben]
[bringen];futur_2_konjunktiv_2;2;[würdest gebracht haben]
[bringen];futur_2_indikativ;3;[wird gebracht haben]
[bringen];futur_2_konjunktiv_1;3;[werde gebracht haben]
[bringen];futur_2_konjunktiv_2;3;[würde gebracht haben]
[bringen];futur_2_indikativ;4;[werden gebracht haben]
[bringen];futur_2_konjunktiv_1;4;[werden gebracht haben]
[bringen];futur_2_konjunktiv_2;4;[würden gebracht haben]
[bringen];futur_2_indikativ;5;[werdet gebracht haben]
[bringen];futur_2_konjunktiv_1;5;[werdet gebracht haben]
[bringen];futur_2_konjunktiv_2;5;[würdet gebracht haben]
[bringen];futur_2_indikativ;6;[werden gebracht haben]
[bringen];futur_2_konjunktiv_1;6;[werden gebracht haben]
[bringen];futur_2_konjunktiv_2;6;[würden gebracht haben]
[stimmen];imperativ;2;"[stimm;stimme]"
[stimmen];imperativ;5;[stimmt]
[stimmen];imperativ;6;[stimmen Sie]
[stimmen];praesens_indikativ;1;"[stimm;stimme]"
[stimmen];praesens_konjunktiv_1;1;[stimme]
[stimmen];praesens_indikativ;2;[stimmst]
[stimmen];praesens_konjunktiv_1;2;[stimmest]
[stimmen];praesens_indikativ;3;[stimmt]
[stimmen];praesens_konjunktiv_1;3;[stimme]
[stimmen];praesens_indikativ;4;[stimmen]
[stimmen];praesens_konjunktiv_1;4;[stimmen]
[stimmen];praesens_indikativ;5;[stimmt]
[stimmen];praesens_konjunktiv_1;5;[stimmet]
[stimmen];praesens_indikativ;6;[stimmen]
[stimmen];praesens_konjunktiv_1;6;[stimmen]
[stimmen];praeteritum_indikativ;1;[stimmte]
[stimmen];praeteritum_konjunktiv_2;1;[stimmte]
[stimmen];praeteritum_indikativ;2;[stimmtest]
[stimmen];praeteritum_konjunktiv_2;2;[stimmtest]
[stimmen];praeteritum_indikativ;3;[stimmte]
[stimmen];praeteritum_konjunktiv_2;3;[stimmte]
[stimmen];praeteritum_indikativ;4;[stimmten]
[stimmen];praeteritum_konjunktiv_2;4;[stimmten]
[stimmen];praeteritum_indikativ;5;[stimmtet]
[stimmen];praeteritum_konjunktiv_2;5;[stimmtet]
[stimmen];praeteritum_indikativ;6;[stimmten]
[stimmen];praeteritum_konjunktiv_2;6;[stimmten]
[stimmen];perfekt_indikativ;1;[habe gestimmt]
[stimmen];perfekt_konjunktiv_1;1;[habe gestimmt]
[stimmen];perfekt_indikativ;2;[hast gestimmt]
[stimmen];perfekt_konjunktiv_1;2;[habest gestimmt]
[stimmen];perfekt_indikativ;3;[hat gestimmt]
[stimmen];perfekt_konjunktiv_1;3;[habe gestimmt]
[stimmen];perfekt_indikativ;4;[haben gestimmt]
[stimmen];perfekt_konjunktiv_1;4;[haben gestimmt]
[stimmen];perfekt_indikativ;5;[habt gestimmt]
[stimmen];perfekt_konjunktiv_1;5;[habet gestimmt]
[stimmen];perfekt_indikativ;6;[haben gestimmt]
[stimmen];perfekt_konjunktiv_1;6;[haben gestimmt]
[stimmen];plusquamperfekt_indikativ;1;[hatte gestimmt]
[stimmen];plusquamperfekt_konjunktiv_2;1;[hätte gestimmt]
[stimmen];plusquamperfekt_indikativ;2;[hattest gestimmt]
[stimmen];plusquamperfekt_konjunktiv_2;2;[hättest gestimmt]
[stimmen];plusquamperfekt_indikativ;3;[hatte gestimmt]
[stimmen];plusquamperfekt_konjunktiv_2;3;[hätte gestimmt]
[stimmen];plusquamperfekt_indikativ;4;[hatten gestimmt]
[stimmen];plusquamperfekt_konjunktiv_2;4;[hätten gestimmt]
[stimmen];plusquamperfekt_indikativ;5;[hattet gestimmt]
[stimmen];plusquamperfekt_konjunktiv_2;5;[hättet gestimmt]
[stimmen];plusquamperfekt_indikativ;6;[hatten gestimmt]
[stimmen];plusquamperfekt_konjunktiv_2;6;[hätten gestimmt]
[stimmen];futur_1_indikativ;1;[werde stimmen]
[stimmen];futur_1_konjunktiv_1;1;[werde stimmen]
[stimmen];futur_1_konjunktiv_2;1;[würde stimmen]
[stimmen];futur_1_indikativ;2;[wirst stimmen]
[stimmen];futur_1_konjunktiv_1;2;[werdest stimmen]
[stimmen];futur_1_konjunktiv_2;2;[würdest stimmen]
[stimmen];futur_1_indikativ;3;[wird stimmen]
[stimmen];futur_1_konjunktiv_1;3;[werde stimmen]
[stimmen];futur_1_konjunktiv_2;3;[würde stimmen]
[stimmen];futur_1_indikativ;4;[werden stimmen]
[stimmen];futur_1_konjunktiv_1;4;[werden stimmen]
[stimmen];futur_1_konjunktiv_2;4;[würden stimmen]
[stimmen];futur_1_indikativ;5;[werdet stimmen]
[stimmen];futur_1_konjunktiv_1;5;[werdet stimmen]
[stimmen];futur_1_konjunktiv_2;5;[würdet stimmen]
[stimmen];futur_1_indikativ;6;[werden stimmen]
[stimmen];futur_1_konjunktiv_1;6;[werden stimmen]
[stimmen];futur_1_konjunktiv_2;6;[würden stimmen]
[stimmen];futur_2_indikativ;1;[werde gestimmt haben]
[stimmen];futur_2_konjunktiv_1;1;[werde gestimmt haben]
[stimmen];futur_2_konjunktiv_2;1;[würde gestimmt haben]
[stimmen];futur_2_indikativ;2;[wirst gestimmt haben]
[stimmen];futur_2_konjunktiv_1;2;[werdest gestimmt haben]
[stimmen];futur_2_konjunktiv_2;2;[würdest gestimmt haben]
[stimmen];futur_2_indikativ;3;[wird gestimmt haben]
[stimmen];futur_2_konjunktiv_1;3;[werde gestimmt haben]
[stimmen];futur_2_konjunktiv_2;3;[würde gestimmt haben]
[stimmen];futur_2_indikativ;4;[werden gestimmt haben]
[stimmen];futur_2_konjunktiv_1;4;[werden gestimmt haben]
[stimmen];futur_2_konjunktiv_2;4;[würden gestimmt haben]
[stimmen];futur_2_indikativ;5;[werdet gestimmt haben]
[stimmen];futur_2_konjunktiv_1;5;[werdet gestimmt haben]
[stimmen];futur_2_konjunktiv_2;5;[würdet gestimmt haben]
[stimmen];futur_2_indikativ;6;[werden gestimmt haben]
[stimmen];futur_2_konjunktiv_1;6;[werden gestimmt haben]
[stimmen];futur_2_konjunktiv_2;6;[würden gestimmt haben]
[lassen];imperativ;2;"[lass;lasse]"
[lassen];imperativ;5;[lasst]
[lassen];imperativ;6;[lassen Sie]
[lassen];praesens_indikativ;1;[lasse]
[lassen];praesens_konjunktiv_1;1;[lasse]
[lassen];praesens_indikativ;2;[lässt]
[lassen];praesens_konjunktiv_1;2;[lassest]
[lassen];praesens_indikativ;3;[lässt]
[lassen];praesens_konjunktiv_1;3;[lasse]
[lassen];praesens_indikativ;4;[lassen]
[lassen];praesens_konjunktiv_1;4;[lassen]
[lassen];praesens_indikativ;5;[lasst]
[lassen];praesens_konjunktiv_1;5;[lasset]
[lassen];praesens_indikativ;6;[lassen]
[lassen];praesens_konjunktiv_1;6;[lassen]
[lassen];praeteritum_indikativ;1;[ließ]
[lassen];praeteritum_konjunktiv_2;1;[ließe]
[lassen];praeteritum_indikativ;2;"[ließest;ließt]"
[lassen];praeteritum_konjunktiv_2;2;[ließest]
[lassen];praeteritum_indikativ;3;[ließ]
[lassen];praeteritum_konjunktiv_2;3;[ließe]
[lassen];praeteritum_indikativ;4;[ließen]
[lassen];praeteritum_konjunktiv_2;4;[ließen]
[lassen];praeteritum_indikativ;5;[ließt]
[lassen];praeteritum_konjunktiv_2;5;[ließet]
[lassen];praeteritum_indikativ;6;[ließen]
[lassen];praeteritum_konjunktiv_2;6;[ließen]
[lassen];perfekt_indikativ;1;[habe gelassen]
[lassen];perfekt_konjunktiv_1;1;[habe gelassen]
[lassen];perfekt_indikativ;2;[hast gelassen]
[lassen];perfekt_konjunktiv_1;2;[habest gelassen]
[lassen];perfekt_indikativ;3;[hat gelassen]
[lassen];perfekt_konjunktiv_1;3;[habe gelassen]
[lassen];perfekt_indikativ;4;[haben gelassen]
[lassen];perfekt_konjunktiv_1;4;[haben gelassen]
[lassen];perfekt_indikativ;5;[habt gelassen]
[lassen];perfekt_konjunktiv_1;5;[habet gelassen]
[lassen];perfekt_indikativ;6;[haben gelassen]
[lassen];perfekt_konjunktiv_1;6;[haben gelassen]
[lassen];plusquamperfekt_indikativ;1;[hatte gelassen]
[lassen];plusquamperfekt_konjunktiv_2;1;[hätte gelassen]
[lassen];plusquamperfekt_indikativ;2;[hattest gelassen]
[lassen];plusquamperfekt_konjunktiv_2;2;[hättest gelassen]
[lassen];plusquamperfekt_indikativ;3;[hatte gelassen]
[lassen];plusquamperfekt_konjunktiv_2;3;[hätte gelassen]
[lassen];plusquamperfekt_indikativ;4;[hatten gelassen]
[lassen];plusquamperfekt_konjunktiv_2;4;[hätten gelassen]
[lassen];plusquamperfekt_indikativ;5;[hattet gelassen]
[lassen];plusquamperfekt_konjunktiv_2;5;[hättet gelassen]
[lassen];plusquamperfekt_indikativ;6;[hatten gelassen]
[lassen];plusquamperfekt_konjunktiv_2;6;[hätten gelassen]
[lassen];futur_1_indikativ;1;[werde lassen]
[lassen];futur_1_konjunktiv_1;1;[werde lassen]
[lassen];futur_1_konjunktiv_2;1;[würde lassen]
[lassen];futur_1_indikativ;2;[wirst lassen]
[lassen];futur_1_konjunktiv_1;2;[werdest lassen]
[lassen];futur_1_konjunktiv_2;2;[würdest lassen]
[lassen];futur_1_indikativ;3;[wird lassen]
[lassen];futur_1_konjunktiv_1;3;[werde lassen]
[lassen];futur_1_konjunktiv_2;3;[würde lassen]
[lassen];futur_1_indikativ;4;[werden lassen]
[lassen];futur_1_konjunktiv_1;4;[werden lassen]
[lassen];futur_1_konjunktiv_2;4;[würden lassen]
[lassen];futur_1_indikativ;5;[werdet lassen]
[lassen];futur_1_konjunktiv_1;5;[werdet lassen]
[lassen];futur_1_konjunktiv_2;5;[würdet lassen]
[lassen];futur_1_indikativ;6;[werden lassen]
[lassen];futur_1_konjunktiv_1;6;[werden lassen]
[lassen];futur_1_konjunktiv_2;6;[würden lassen]
[lassen];futur_2_indikativ;1;[werde gelassen haben]
[lassen];futur_2_konjunktiv_1;1;[werde gelassen haben]
[lassen];futur_2_konjunktiv_2;1;[würde gelassen haben]
[lassen];futur_2_indikativ;2;[wirst gelassen haben]
[lassen];futur_2_konjunktiv_1;2;[werdest gelassen haben]
[lassen];futur_2_konjunktiv_2;2;[würdest gelassen haben]
[lassen];futur_2_indikativ;3;[wird gelassen haben]
[lassen];futur_2_konjunktiv_1;3;[werde gelassen haben]
[lassen];futur_2_konjunktiv_2;3;[würde gelassen haben]
[lassen];futur_2_indikativ;4;[werden gelassen haben]
[lassen];futur_2_konjunktiv_1;4;[werden gelassen haben]
[lassen];futur_2_konjunktiv_2;4;[würden gelassen haben]
[lassen];futur_2_indikativ;5;[werdet gelassen haben]
[lassen];futur_2_konjunktiv_1;5;[werdet gelassen haben]
[lassen];futur_2_konjunktiv_2;5;[würdet gelassen haben]
[lassen];futur_2_indikativ;6;[werden gelassen haben]
[lassen];futur_2_konjunktiv_1;6;[werden gelassen haben]
[lassen];futur_2_konjunktiv_2;6;[würden gelassen haben]
[aufräumen];imperativ;2;"[räum auf;räume auf]"
[aufräumen];imperativ;5;[räumt auf]
[aufräumen];imperativ;6;[räumen Sie auf]
[aufräumen];perfekt_indikativ;1;[habe aufgeräumt]
[aufräumen];perfekt_konjunktiv_1;1;[habe aufgeräumt]
[aufräumen];perfekt_indikativ;2;[hast aufgeräumt]
[aufräumen];perfekt_konjunktiv_1;2;[habest aufgeräumt]
[aufräumen];perfekt_indikativ;3;[hat aufgeräumt]
[aufräumen];perfekt_konjunktiv_1;3;[habe aufgeräumt]
[aufräumen];perfekt_indikativ;4;[haben aufgeräumt]
[aufräumen];perfekt_konjunktiv_1;4;[haben aufgeräumt]
[aufräumen];perfekt_indikativ;5;[habt aufgeräumt]
[aufräumen];perfekt_konjunktiv_1;5;[habet aufgeräumt]
[aufräumen];perfekt_indikativ;6;[haben aufgeräumt]
[aufräumen];perfekt_konjunktiv_1;6;[haben aufgeräumt]
[aufräumen];plusquamperfekt_indikativ;1;[hatte aufgeräumt]
[aufräumen];plusquamperfekt_konjunktiv_2;1;[hätte aufgeräumt]
[aufräumen];plusquamperfekt_indikativ;2;[hattest aufgeräumt]
[aufräumen];plusquamperfekt_konjunktiv_2;2;[hättest aufgeräumt]
[aufräumen];plusquamperfekt_indikativ;3;[hatte aufgeräumt]
[aufräumen];plusquamperfekt_konjunktiv_2;3;[hätte aufgeräumt]
[aufräumen];plusquamperfekt_indikativ;4;[hatten aufgeräumt]
[aufräumen];plusquamperfekt_konjunktiv_2;4;[hätten aufgeräumt]
[aufräumen];plusquamperfekt_indikativ;5;[hattet aufgeräumt]
[aufräumen];plusquamperfekt_konjunktiv_2;5;[hättet aufgeräumt]
[aufräumen];plusquamperfekt_indikativ;6;[hatten aufgeräumt]
[aufräumen];plusquamperfekt_konjunktiv_2;6;[hätten aufgeräumt]
